,sentence,events
171,"Mr. Drabinsky, who would have had the right to vote those shares for two years, said the purchase, subsequently rejected by regulators, was aimed at consolidating his control of the company.","

(purchase)(consolidating)"
172," ,The United Nations passed a resolution to increase international cooperation in order to combat terrorism. ,The government passed a law to increase the availability of affordable housing in an effort to reduce homelessness. ,The government passed a law to increase the availability of mental health services in an effort to reduce suicide rates.","

(passed, increase)
(passed, reduce)
(passed, reduce)"
173," ,The government passed a law to increase taxes on the wealthy, in an effort to reduce income inequality. ,The government passed a law to increase funding for public transportation, in an effort to reduce traffic congestion and air pollution. ,The government passed a law to increase the availability of affordable housing, in an effort to reduce homelessness. ,The government passed a law to increase the availability of renewable energy sources, in an effort to reduce dependence on fossil fuels.","

(passed, increase)
(increase, reduce)
(increase, reduce)
(increase, reduce)"
174," ,The government passed a law to increase the minimum wage and provide better working conditions for employees. ,The government passed a law to increase access to healthcare and reduce the cost of medical care. ,The government passed a law to reduce the number of people living in poverty and increase economic opportunity. ,The government passed a law to increase access to clean water and reduce water pollution. ,The government passed a law to reduce air pollution and improve air quality. ,The government passed a law to increase access to renewable energy sources and reduce dependence on fossil fuels.","

(increase)(minimum wage)
(provide)(working conditions)
(increase)(access)
(reduce)(cost)
(reduce)(poverty)
(increase)(economic opportunity)
(increase)(access)
(reduce)(pollution)
(improve)(air quality)
(increase)(access)
(reduce)(dependence)"
175," ,The European Union has proposed a new set of regulations to protect the environment from the effects of industrial pollution. ,The government has announced a new policy to reduce the number of immigrants entering the country. ,The president has declared a state of emergency in response to the recent outbreak of violence in the region. ,The Supreme Court has ruled that the government must provide free healthcare to all citizens. ,The Senate has passed a bill to increase the minimum wage for workers. ,The House of Representatives has passed a bill to provide tax relief to small businesses. ,The United Nations has adopted a resolution to end the conflict in the Middle East. ,The International Monetary Fund has approved a loan package to help stabilize the economy of a developing nation. ,The World Bank has approved a loan to fund a project to improve infrastructure in a developing country.","

(proposed, protect)
(announced, reduce)
(declared, emergency)
(ruled, provide)
(passed, increase)
(passed, relief)
(adopted, end)
(approved, stabilize)
(approved, fund)"
176," ,The government passed a law to increase access to job training in an effort to reduce unemployment. ,The government passed a law to increase access to mental health services in an effort to reduce suicide rates. ,The government passed a law to increase access to financial literacy programs in an effort to reduce consumer debt. ,The government passed a law to increase access to public libraries in an effort to promote literacy. ,The government passed a law to increase access to public parks in an effort to promote physical activity.","

(passed, increase)
(passed, reduce)
(passed, reduce)
(passed, promote)
(passed, promote)"
177," ,The government has passed a law to protect the rights of immigrants and ensure access to services, in an effort to promote diversity. ,The government has passed a law to protect the rights of religious minorities and ensure access to services, in an effort to promote tolerance. ,The government has passed a law to protect the rights of Indigenous peoples and ensure access to services, in an effort to promote reconciliation. ,The government has passed a law to protect the rights of women and ensure access to services, in an effort to promote gender equality.","

(passed, protect)
(passed, ensure)
(passed, promote)
(passed, ensure)
(passed, promote)
(passed, promote)
(passed, promote)"
178," ,The government passed a law to increase access to financial services in an effort to promote economic growth. ,The government passed a law to increase access to clean water in an effort to improve public health. ,The government passed a law to increase access to renewable energy sources in an effort to reduce dependence on fossil fuels. ,The government passed a law to increase access to affordable housing in an effort to reduce homelessness. ,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion. ,The government passed a law to increase the minimum wage, in an effort to reduce poverty and inequality.","

(passed, increase)
(passed, improve)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)"
179," ,The government passed a law to increase access to affordable housing in an effort to reduce homelessness. ,The government passed a law to increase access to healthcare in an effort to improve public health. ,The government passed a law to increase taxes on the wealthy in an effort to reduce income inequality. ,The government passed a law to increase the minimum wage in an effort to reduce poverty. ,The government passed a law to protect the rights of workers in an effort to ensure fair wages and working conditions. ,The government passed a law to protect the rights of minorities in an effort to promote equality and justice.","

(passed, increase)
(passed, reduce)
(passed, taxes)
(passed, wage)
(passed, protect)
(passed, promote)"
180," ,The government passed a law to increase access to education and reduce the cost of tuition. ,The government passed a law to increase access to public transportation and reduce traffic congestion. ,The government passed a law to increase access to affordable housing and reduce homelessness. ,The government passed a law to increase access to financial services and reduce predatory lending practices. ,The government passed a law to increase access to healthy food and reduce food insecurity. ,The government passed a law to increase access to clean energy and reduce greenhouse gas emissions. ,The government passed a law to increase access to clean water and reduce water pollution. ,The government passed a law to increase access to mental health services and reduce the stigma associated with mental illness.","

(passed, increase)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)"
181," ,The United Nations Security Council voted unanimously to impose an arms embargo on Libya in response to its alleged involvement in the bombing of a Pan Am jetliner over Scotland in 1988.,The United States and Russia agreed to a historic arms reduction treaty that would reduce the number of nuclear warheads in each country by two-thirds.,The United Nations passed a resolution calling for an end to the conflict in Syria, in an effort to bring peace and stability to the region. ,The United Nations passed a resolution condemning human rights abuses in North Korea, in an effort to pressure the government to improve its record. ,The United Nations passed a resolution calling for an end to the use of child soldiers, in an effort to protect the rights of children. ,The United Nations passed a resolution calling for an end to the use of landmines, in an effort to protect civilians from the dangers of unexploded ordnance. ,The United Nations passed a resolution calling for an end to the use of torture, in an effort to protect the rights of prisoners.","

(vote,impose)
(agree,reduce)
(pass,end)
(pass,condemn)
(pass,end)
(pass,end)
(pass,end)"
182," ,The government is introducing a new law to protect the rights of immigrants, in an effort to promote diversity and inclusion. ,The government is introducing a new law to protect the rights of Indigenous peoples, in an effort to promote cultural understanding and respect.","

(Introducing, Protect)
(Introducing, Promote)"
183," ,The government is introducing a new law to protect the rights of immigrants, in an effort to ensure fair treatment and access to services.","

Trigger1: introducing
Trigger2: protect"
184," ,The United Nations passed a resolution calling for an end to the use of chemical weapons, in an effort to protect civilians from the dangers of chemical warfare. ,The United Nations passed a resolution calling for an end to the use of cluster bombs, in an effort to protect civilians from the dangers of unexploded ordnance. ,The United Nations passed a resolution calling for an end to the use of nuclear weapons, in an effort to protect the world from the dangers of nuclear warfare.","

(end, protect)
(cluster, protect)
(nuclear, protect)"
185," ,The government introduced a new law to protect the rights of immigrants and refugees in an effort to promote social inclusion. ,The government introduced a new law to protect the rights of women and children in an effort to combat gender-based violence. ,The government introduced a new law to protect the rights of LGBTQ+ individuals in an effort to promote equality. ,The government introduced a new law to protect the rights of people with disabilities in an effort to ensure access to services and resources.","

(introduced, protect)
(protect, promote)
(protect, combat)
(protect, promote)"
186," ,The government is introducing a new law to protect the rights of workers and ensure fair wages. ,The government is introducing a new policy to reduce carbon emissions and combat climate change. ,The government is introducing a new program to provide free education to all citizens.","

(introducing, protect)
(introducing, reduce)
(introducing, provide)"
187," ,The government passed a law to increase access to mental health services in an effort to reduce stigma.","

Trigger1: passed
Trigger2: reduce"
188," ,The government introduced a new law to protect the rights of Indigenous peoples in an effort to recognize their sovereignty and cultural heritage. ,The government introduced a new law to protect the rights of workers in an effort to ensure fair wages and safe working conditions.","

(introduced, protect)
(introduced, recognize)
(introduced, ensure)"
189," ,The government passed a law to protect the rights of religious minorities and ensure their freedom of worship. ,The government passed a law to protect the rights of people with disabilities and ensure their access to services. ,The government passed a law to protect the rights of victims of human trafficking and ensure their access to justice.","

(passed, protect)
(passed, ensure)
(passed, access)"
190," ,The government passed a law to increase access to affordable housing in an effort to reduce homelessness. ,The government passed a law to increase access to mental health services in an effort to reduce suicide rates. ,The government passed a law to increase access to job training programs in an effort to reduce unemployment. ,The government passed a law to increase access to financial services in an effort to reduce poverty. ,The government passed a law to increase access to legal services in an effort to ensure justice for all.","

(passed, increase)
(increase, reduce)
(increase, reduce)
(increase, reduce)
(increase, ensure)"
191,The government passed a law to increase access to public parks and green spaces in an effort to reduce air pollution.,"

(passed)(increase)"
192,The government launched a new initiative to promote economic growth and job creation.,"

Trigger1: launched
Trigger2: promote"
193," ,The government is introducing a new tax to help fund the national health service, in an effort to reduce the burden on taxpayers. ,The president has proposed a new law to increase the minimum wage, in an effort to reduce poverty and improve living standards. ,The government is introducing a new policy to reduce carbon emissions, in an effort to combat climate change and protect the environment. ,The government is introducing a new law to protect workers' rights, in an effort to ensure fair wages and safe working conditions. ,The government is introducing a new law to protect consumers, in an effort to ensure fair prices and quality products. ,The government is introducing a new law to protect the rights of minorities, in an effort to promote equality and social justice.","

(introducing, fund)
(proposed, reduce)
(introducing, reduce)
(introducing, protect)
(introducing, protect)
(introducing, protect)"
194,Rally's Inc. said it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer.,"

Trigger1: adopted
Trigger2: protect"
195,The government introduced a new program to provide incentives for businesses to invest in research and development. ,"

(introduced)(provide)"
196," ,The government has passed a new law to increase the minimum wage, in an effort to reduce poverty and inequality. ,The government has implemented a new policy to provide tax incentives for businesses to invest in renewable energy sources. ,The government has passed a new law to increase access to healthcare, in an effort to reduce health disparities. ,The government has passed a new law to increase access to education, in an effort to reduce educational inequality.","

passed (trigger1) reduce (trigger2)
implemented (trigger1) invest (trigger2)
passed (trigger1) reduce (trigger2)
passed (trigger1) reduce (trigger2)"
197,The United Kingdom and the European Union agreed to a Brexit deal that would allow for a smooth transition out of the European Union.,"

Trigger1: agreed
Trigger2: transition"
198," ,The government has passed a law to protect the rights of workers and ensure fair wages, in an effort to reduce poverty. ,The government has passed a law to protect the rights of consumers and ensure safe products, in an effort to protect public health. ,The government has passed a law to protect the rights of the disabled and ensure access to services, in an effort to promote inclusion. ,The government has passed a law to protect the rights of LGBTQ+ individuals and ensure equal access to services, in an effort to promote equality.","

(passed, protect)
(passed, ensure)
(passed, reduce)
(passed, protect)
(passed, ensure)
(passed, promote)
(passed, ensure)"
199,The government implemented a new policy to increase access to healthcare services.,"

Trigger1: implemented
Trigger2: increase"
200,The government implemented a new tax policy to increase revenue and reduce the budget deficit.,"

Trigger1: implemented
Trigger2: increase"
201," ,The government passed a law to strengthen gun control in an effort to reduce gun violence. ,The government passed a law to protect the rights of immigrants and refugees in an effort to promote social justice. ,The government passed a law to protect the rights of Indigenous peoples in an effort to promote reconciliation.","

(passed, strengthen)
(passed, protect)
(passed, protect)"
202,"The government passed a law to increase access to financial services, in an effort to reduce economic inequality.","

Trigger1: passed
Trigger2: reduce"
203," ,The European Union said it will impose a three-year ban on imports of beef from the United States, citing concerns about the use of growth hormones in U.S. cattle.","

(impose)(ban)"
204,The government passed a law to increase access to legal services in an effort to reduce discrimination.,"

Trigger1: passed
Trigger2: reduce"
205,"The government is trying to win back Arab support in case the conflict drags on, hoping that its neighbors will eventually help it survive a prolonged war of economic attrition with the West.","

(win) (help)"
206," ,The United Nations Security Council voted unanimously to impose economic sanctions on Iraq in response to its invasion of Kuwait.","

Trigger1: voted
Trigger2: impose"
207,The government passed a law to reduce unemployment in an attempt to stimulate the economy.,"

(passed)(stimulate)"
208," ,The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion. ,The government passed a law to increase access to affordable housing, in an effort to reduce homelessness. ,The government passed a law to increase access to healthcare, in an effort to reduce health disparities. ,The government passed a law to increase access to quality education, in an effort to reduce inequality. ,The government passed a law to increase access to clean water, in an effort to improve public health.","

(passed, increase)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, improve)"
209," ,The government passed a law to increase access to housing, in an effort to reduce homelessness. ,The government passed a law to increase access to public transportation, in an effort to reduce poverty. ,The government passed a law to increase access to job training, in an effort to reduce unemployment. ,The government passed a law to increase access to childcare, in an effort to promote gender equality.","

(passed, increase)
(passed, reduce)
(passed, reduce)
(passed, promote)"
210," ,The government passed a law to increase access to financial services, in an effort to reduce poverty and promote economic development. ,The government passed a law to increase access to clean energy, in an effort to reduce air pollution and combat climate change. ,The government passed a law to increase access to clean water, in an effort to reduce water pollution and improve public health. ,The government passed a law to increase access to sanitation services, in an effort to reduce water-borne diseases and improve public health. ,The government passed a law to increase access to technology, in an effort to reduce the digital divide and promote economic growth.","

(passed, increase)
(passed, reduce)
(passed, combat)
(passed, reduce)
(passed, reduce)"
211,The government passed a law to increase access to renewable energy sources in an effort to reduce carbon emissions.,"

Trigger1: passed
Trigger2: reduce"
212," The plan, which is similar to those adopted by other companies, is designed to ensure that shareholders receive fair value for their shares in the event of a takeover. ,The government passed a law to protect the rights of workers and ensure their access to fair wages and safe working conditions. ,The government passed a law to protect the rights of consumers and ensure their access to accurate information about products and services. ,The government passed a law to protect the rights of immigrants and ensure their access to basic services. ,The government passed a law to protect the rights of indigenous peoples and ensure their access to land and resources.","

(passed, protect)
(designed, ensure)
(passed, protect)
(passed, ensure)
(passed, ensure)"
213,The government passed a law to increase access to voting rights in an effort to reduce voter suppression.,"

(passed, increase)
(effort, reduce)"
214,The government passed a new tax reform to stimulate economic growth.,"

Trigger1: passed
Trigger2: stimulate"
215, ,"

(use)(establishing)"
216," ,The government passed a law to protect the rights of workers and ensure their access to fair wages and safe working conditions. ,The government passed a law to protect the rights of consumers and ensure their access to accurate information about products and services. ,The government passed a law to protect the rights of the disabled and ensure their access to services. ,The government passed a law to protect the rights of immigrants and ensure their access to services. ,The government passed a law to protect the rights of LGBTQ+ individuals and ensure their access to services. ,The government passed a law to protect the rights of victims of domestic violence and ensure their access to services. ,The government passed a law to protect the rights of victims of sexual assault and ensure their access to services. ,The government passed a law to protect the rights of victims of hate crimes and ensure their access to services. ,The government passed a law to protect the rights of victims of racial discrimination and ensure their access to services. ,The government passed a law to protect the rights of victims of gender-based violence and ensure their access to services. ,The government passed a law to protect the rights of victims of religious discrimination and ensure their access to services. ,The government passed a law to protect the rights of victims of age discrimination and ensure their access to services. ,The government passed a law to protect the rights of victims of disability discrimination and ensure their access to services.","

(passed, protect)
(passed, ensure)
(passed, accurate)
(passed, services)
(passed, services)
(passed, services)
(passed, services)
(passed, services)
(passed, services)
(passed, services)
(passed, services)
(passed, services)
(passed, services)"
217," ,The government passed a law to increase access to affordable housing in an effort to reduce poverty. ,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion. ,The government passed a law to increase access to clean water in an effort to improve public health. ,The government passed a law to increase access to renewable energy sources in an effort to reduce carbon emissions. ,The government passed a law to increase access to financial services in an effort to reduce inequality. ,The government passed a law to increase access to job training programs in an effort to reduce unemployment. ,The government passed a law to increase access to mental health services in an effort to reduce crime.","

(passed, increase)
(passed, reduce)
(passed, improve)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)"
218,"The government voted a law, in the attempt of reducing unemployment.","

(voted, reducing)"
219,The government passed a law to reduce corporate taxes in an effort to stimulate economic growth. ,"

(passed)(stimulate)"
220," ,The government passed a law to increase access to affordable housing, in an effort to reduce homelessness. ,The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion.","

(passed, increase)
(passed, reduce)"
221," ,The government has passed a law to protect the rights of workers, in an effort to ensure fair wages and safe working conditions. ,The government has implemented a new policy to provide tax incentives to businesses that create jobs in disadvantaged communities. ,The government has passed a law to protect the rights of religious minorities, in an effort to promote tolerance and acceptance.","

(passed, protect)
(implemented, provide)
(passed, promote)"
222,The government introduced a new program to provide free education to all citizens.,"

Trigger1: introduced
Trigger2: provide"
223," ,The government passed a law to increase the availability of public transportation in an effort to reduce traffic congestion. ,The government passed a law to increase the availability of renewable energy sources in an effort to reduce air pollution. ,The government passed a law to increase the availability of affordable childcare in an effort to support working families. ,The government passed a law to increase the availability of job training and employment opportunities in an effort to reduce unemployment. ,The government passed a law to increase the availability of financial assistance to small businesses in an effort to promote economic growth.","

(passed, increase)
(passed, reduce)
(passed, support)
(passed, reduce)
(passed, promote)"
224,The government introduced a new law to protect the rights of Indigenous peoples in an effort to recognize their sovereignty and cultural heritage.,"

(introduced)(protect)"
225," ,The government passed a law to increase the minimum wage in an effort to reduce poverty. ,The government passed a law to increase taxes on the wealthy in an effort to reduce income inequality. ,The government passed a law to increase access to healthcare in an effort to improve public health. ,The government passed a law to increase access to education in an effort to reduce illiteracy. ,The government passed a law to increase access to affordable housing in an effort to reduce homelessness. ,The government passed a law to increase access to clean water in an effort to improve public health. ,The government passed a law to increase access to renewable energy sources in an effort to reduce carbon emissions.","

(passed, increase)
(passed, reduce)
(passed, improve)
(passed, reduce)
(passed, reduce)
(passed, improve)
(passed, reduce)"
226," ,The European Union has proposed a new set of regulations to protect the rights of workers. ,The government has announced a new policy to promote gender equality in the workplace. ,The president has declared a state of emergency in response to the recent outbreak of violence in the region. ,The Supreme Court has ruled that the government must provide free education to all citizens. ,The Senate has passed a bill to increase the amount of funding for public transportation. ,The House of Representatives has passed a bill to provide tax incentives for businesses that create jobs. ,The United Nations has adopted a resolution to end the use of child labor. ,The International Monetary Fund has approved a loan package to help stabilize the economy of a developing nation. ,The World Bank has approved a loan to fund a project to improve access to clean water in a developing country.","

(EU,protect)
(government,promote)
(president,emergency)
(Supreme,provide)
(Senate,increase)
(House,provide)
(UN,end)
(IMF,stabilize)
(World,improve)"
227," ,The government passed a law to increase access to education, in an effort to reduce inequality and improve economic opportunities.","

Trigger1: passed
Trigger2: reduce"
228," ,The government has passed a new law to increase access to affordable housing, in an effort to reduce homelessness.","

Trigger1: passed
Trigger2: reduce"
229,The government passed a law to protect the rights of the disabled and ensure their access to services.,"

Trigger1: passed
Trigger2: protect"
230,The government passed a law to increase access to financial services in an effort to reduce inequality.,"

Trigger1: passed
Trigger2: reduce"
231," ,The government passed a law to increase the availability of affordable housing in an effort to reduce homelessness. ,The government passed a law to increase the availability of mental health services in an effort to reduce the stigma associated with mental illness. ,The government passed a law to increase the availability of public parks and green spaces in an effort to promote healthy lifestyles. ,The government passed a law to increase the availability of public services in an effort to reduce poverty. ,The government passed a law to increase the availability of job training and employment opportunities in an effort to reduce inequality. ,The government passed a law to increase the availability of financial assistance to small businesses in an effort to promote entrepreneurship. ,The government passed a law to increase the availability of public transportation in an effort to reduce traffic congestion. ,The government passed a law to increase the availability of renewable energy sources in an effort to reduce air pollution. ,The government passed a law to increase the availability of affordable childcare in an effort to support working families. ,The government passed a law to increase the minimum wage. ,The government introduced a new tax to fund public services. ,The government implemented a new policy to reduce carbon emissions. ,The government passed a law to protect the rights of workers and ensure fair wages. ,The government introduced a new program to provide free healthcare to low-income families. ,The government passed a law to protect the environment and reduce pollution. ,The government implemented a new policy to promote renewable energy sources. ,The government passed a law to protect the rights of immigrants and ensure equal access to services. ,The government launched a campaign to promote gender equality and combat discrimination. ,The government passed a law to protect the rights of indigenous peoples and ensure their access to resources.","

passed (increase, reduce) 
introduced (tax, policy) 
implemented (policy, program) 
passed (protect, promote) 
launched (campaign)"
232,The government passed a law to increase the minimum wage in an effort to reduce poverty. ,"

Trigger1: passed
Trigger2: reduce"
233,The government passed a law to increase access to childcare in an effort to reduce the gender wage gap.,"

(passed)(increase)"
234,The government implemented a new policy to reduce the cost of healthcare and make it more accessible to the public. ,"

(implemented)(reduce)"
235," ,The government is introducing a new law to protect the rights of indigenous peoples, in an effort to promote cultural preservation and respect. ,The government is introducing a new law to protect the rights of women, in an effort to promote gender equality. ,The government is introducing a new law to protect the rights of religious minorities, in an effort to promote religious freedom. ,The government is introducing a new law to protect the rights of children, in an effort to ensure their safety and well-being.","

(introducing, protect)
(introducing, promote)
(introducing, promote)
(introducing, ensure)"
236," ,The United States and Mexico agreed to a trade deal that would reduce tariffs and open up markets for both countries. ,The United States and Canada agreed to a trade deal that would reduce tariffs and open up markets for both countries. ,The United States and the European Union agreed to a trade deal that would reduce tariffs and open up markets for both countries. ,The United States and Japan agreed to a trade deal that would reduce tariffs and open up markets for both countries. ,The United States and South Korea agreed to a trade deal that would reduce tariffs and open up markets for both countries.","

(reduce,open)
(reduce,open)
(reduce,open)
(reduce,open)
(reduce,open)"
237," ,The government is introducing a new law to protect the environment, in an effort to reduce pollution and promote sustainability. ,The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair pricing and quality products. ,The government is introducing a new law to protect the rights of small businesses, in an effort to promote economic growth and job creation.","

(introducing, protect)
(reduce, promote)
(ensure, quality)
(promote, create)"
238,The government introduced a new program to provide incentives for businesses to invest in renewable energy sources.,"

Trigger1: introduced
Trigger2: invest"
239,"The government passed a law to increase access to voting rights, in an effort to ensure equal representation.","

(passed, increase)
(ensure, representation)"
240," ,The government passed a law to provide tax credits for businesses that hire workers from disadvantaged backgrounds.","

Trigger1: passed
Trigger2: hire"
241,The government passed a law to protect the rights of victims of disability discrimination and ensure their access to services.,"

Trigger1: passed
Trigger2: protect"
242,The government introduced a new program to provide incentives for businesses to hire more workers.,"

Trigger1: introduced
Trigger2: hire"
243," ,The United Nations Security Council has imposed economic sanctions on Iraq in an attempt to force Saddam Hussein to withdraw from Kuwait. ,The United States has imposed a trade embargo on Iraq in an effort to pressure Saddam Hussein to withdraw from Kuwait. ,The European Union has imposed an embargo on Iraqi oil exports in an effort to pressure Saddam Hussein to withdraw from Kuwait. ,The United Nations has imposed a travel ban on Iraqi officials in an effort to pressure Saddam Hussein to withdraw from Kuwait. ,The United States has imposed a ban on all imports from Iraq in an effort to pressure Saddam Hussein to withdraw from Kuwait. ,The United Nations has imposed an arms embargo on Iraq in an effort to pressure Saddam Hussein to withdraw from Kuwait. ,The United States has imposed a ban on all exports to Iraq in an effort to pressure Saddam Hussein to withdraw from Kuwait. ,The United Nations has imposed a freeze on Iraqi assets in an effort to pressure Saddam Hussein to withdraw from Kuwait.","

(impose,force)
(impose,pressure)
(impose,pressure)
(impose,pressure)
(impose,pressure)
(impose,pressure)
(impose,pressure)
(impose,pressure)"
244," His move was aimed at increasing public awareness of the need for political reform. ,The government passed a law to increase access to education and reduce the cost of tuition. ,The government passed a law to increase access to affordable housing and reduce homelessness. ,The government passed a law to increase access to public transportation and reduce traffic congestion. ,The government passed a law to increase access to financial services and reduce the cost of borrowing. ,The government passed a law to increase access to technology and reduce the digital divide.","

(aimed, increasing)
(passed, increase)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)"
245,The government passed a law to increase access to healthcare in an effort to improve public health.,"

Trigger1: passed
Trigger2: improve"
246,The government passed a law to increase access to healthy food options in an effort to reduce obesity.,"

Trigger1: passed
Trigger2: reduce"
247," ,The United States passed a law to increase funding for renewable energy sources in an effort to reduce greenhouse gas emissions. ,The United Nations passed a resolution to promote the rights of children and ensure their access to basic services. ,The United Nations passed a resolution to promote the rights of workers and ensure their access to fair wages and safe working conditions. ,The United Nations passed a resolution to promote the rights of people with disabilities and ensure their access to employment opportunities.","

(passed, increase)
(passed, promote)
(passed, promote)
(passed, promote)"
248,"The government passed a law to increase access to education, in an effort to reduce inequality.","

(passed, increase)
(reduce, inequality)"
249,The government passed a law to protect the rights of victims of age discrimination and ensure their access to services.,"

Trigger1: passed
Trigger2: protect"
250,The government passed a law to protect the rights of journalists and ensure freedom of the press.,"

Trigger1: passed
Trigger2: protect"
251," ,The government passed a law to increase access to clean energy sources, in an effort to reduce air pollution. ,The government passed a law to increase access to financial services, in an effort to reduce poverty.","

(passed, increase)
(passed, reduce)"
252,The government passed a law to protect the rights of refugees and ensure their safe passage.,"

(passed, protect)
(ensure, safe)"
253," ,The government passed a law to increase the minimum wage, in an effort to reduce poverty. ,The government passed a law to increase access to healthcare, in an effort to improve public health. ,The government passed a law to increase access to clean water, in an effort to reduce water-borne diseases. ,The government passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions. ,The government passed a law to increase access to financial services, in an effort to reduce inequality. ,The government passed a law to increase access to affordable housing, in an effort to reduce homelessness. ,The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion. ,The government passed a law to increase access to childcare, in an effort to reduce the burden on working families. ,The government passed a law to increase access to job training, in an effort to reduce unemployment. ,The government passed a law to increase access to mental health services, in an effort to reduce the stigma associated with mental illness.","

(passed, increase)
(passed, improve)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)"
254,"Yesterday, Saddam Hussein tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel's occupation of the West Bank. ","

Trigger1: entice 
Trigger2: occupy"
255," ,The government passed a law to increase access to job training programs in an effort to reduce unemployment. ,The government passed a law to increase access to educational opportunities in an effort to reduce inequality. ,The government passed a law to increase access to healthcare services in an effort to reduce health disparities.","

(passed, increase)
(passed, educational)
(passed, healthcare)"
256," ,The government passed a law to increase access to education, in an effort to reduce inequality and promote social mobility. ,The government passed a law to increase access to affordable housing, in an effort to reduce homelessness and poverty. ,The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion and air pollution. ,The government passed a law to increase access to clean energy sources, in an effort to reduce greenhouse gas emissions. ,The government passed a law to increase access to financial services, in an effort to reduce inequality and promote economic growth. ,The government passed a law to protect the rights of workers, in an effort to ensure fair wages and working conditions. ,The government passed a law to protect the rights of consumers, in an effort to ensure safe and fair access to goods and services.","

(passed, increase)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, protect)
(passed, protect)"
257,LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications.,"

Trigger1: sweetened (LIN and BellSouth)
Trigger2: tendering (shareholders)"
258,The United Nations Security Council passed a resolution calling for an immediate ceasefire in the conflict in Syria.,"

Trigger1: passed
Trigger2: ceasefire"
259," ,The government passed a law to increase access to affordable housing, in an effort to reduce homelessness. ,The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion. ,The government passed a law to increase funding for research and development, in an effort to promote innovation.","

(passed, increase)
(passed, reduce)
(passed, promote)"
260," ,The government has passed a law to increase access to education, in an effort to reduce inequality and promote social mobility. ,The government has passed a law to increase access to clean air, in an effort to reduce air pollution and improve public health. ,The government has passed a law to increase access to financial services, in an effort to reduce poverty and promote economic growth. ,The government has passed a law to increase access to public transportation, in an effort to reduce traffic congestion and improve air quality. ,The government has passed a law to increase access to childcare, in an effort to reduce the burden on working families and promote gender equality. ,The government has passed a law to increase access to job training, in an effort to reduce unemployment and promote economic growth. ,The government has passed a law to increase access to mental health services, in an effort to reduce the stigma associated with mental illness and promote public health. ,The government has passed a law to protect the rights of immigrants and ensure their safe passage. ,The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness and promote economic stability.","

(passed, increase)
(passed, reduce)
(passed, promote)
(passed, reduce)
(passed, reduce)
(passed, promote)
(passed, reduce)
(passed, protect)
(passed, reduce)"
261," ,The government has passed a law to increase access to financial services, in an effort to reduce poverty. ,The government has passed a law to increase access to childcare services, in an effort to promote gender equality. ,The government has passed a law to increase access to public transportation, in an effort to reduce traffic congestion. ,The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness. ,The government has passed a law to increase access to job training programs, in an effort to reduce unemployment. ,The government has passed a law to increase access to mental health services, in an effort to reduce crime. ,The government has passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions. ,The government has passed a law to increase access to clean water, in an effort to improve public health.","

(passed, increase)
(passed, promote)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, improve)"
262," ,The government passed a law to increase the minimum wage in an effort to reduce poverty. ,The government passed a law to increase access to housing in an effort to reduce homelessness. ,The government passed a law to increase access to clean energy in an effort to reduce air pollution. ,The government passed a law to increase access to financial services in an effort to reduce inequality. ,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.","

(passed, increase)
(increase, reduce)
(increase, reduce)
(increase, reduce)
(increase, reduce)"
263," ,The government has passed a new law to increase the minimum wage, in an effort to reduce poverty and improve the standard of living for low-income workers. ,The government has implemented a new policy to provide tax incentives to businesses that invest in research and development, in an effort to promote innovation and economic growth. ,The government has introduced a new program to provide job training and education services to those who are unemployed, in an effort to reduce long-term unemployment. ,The government has passed a new law to increase the availability of affordable housing, in an effort to reduce homelessness.","

(passed, increase)
(implemented, provide)
(introduced, provide)
(passed, increase)"
