,sentence,events
278," ,The government has implemented a series of measures to prevent the proliferation of weapons of mass destruction. ,The government has implemented a series of measures to prevent the illegal sale of firearms. ,The government has implemented a series of measures to prevent the illegal sale of drugs. ,The government has implemented a series of measures to prevent the exploitation of natural resources. ,The government has implemented a series of measures to prevent the destruction of the environment.","

(measures, proliferation)
(measures, sale)
(measures, sale)
(measures, exploitation)
(measures, destruction)"
279," ,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent further violence in the region.","

(Sanctions, Destabilizing)
(Embargo, Violence)"
280," ,The government has implemented a series of measures to prevent the spread of hate speech, including increased monitoring of online activity and increased public education. ,The government has implemented a series of measures to prevent the exploitation of natural resources, including increased regulation of extractive industries and increased public awareness. ,The government has implemented a series of measures to prevent the spread of corruption, including increased transparency in government and increased public awareness.","

(Monitoring,Hate)
(Regulation,Exploitation)
(Transparency,Corruption)"
281,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons.,"

(Embargo, Nuclear)"
282," ,The government has implemented a series of measures to prevent the spread of extremism, including increased monitoring and increased penalties for those who engage in extremist activities. ,The government has implemented a series of measures to prevent the spread of corruption, including increased transparency and increased penalties for those who engage in corrupt activities. ,The government has implemented a series of measures to prevent the spread of terrorism, including increased surveillance and increased penalties for those who engage in terrorist activities.","

(Monitoring,Extremism)
(Transparency,Corruption)
(Surveillance,Terrorism)"
283," ,The European Union has imposed tariffs on certain imports in order to protect domestic industries from foreign competition. ,The United Nations has imposed a no-fly zone over Libya in order to prevent the government from attacking its own citizens. ,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs. ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the government from using chemical weapons against its own people. ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the government from using weapons against its own citizens. ,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the government from using weapons against its own citizens. ,The United States has imposed sanctions on Venezuela in an effort to prevent the government from violating human rights. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the government from using weapons against its own citizens. ,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent the government from using weapons against its own citizens.","

(Tariffs, Protect)
(No-fly, Attack)
(Sanctions, Interfere)
(Arms, Chemical)
(Arms, Weapons)
(Sanctions, Violate)
(Arms, Weapons)
(Arms, Weapons)"
284," ,The United States and its allies have imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from acquiring weapons of mass destruction. ,The United States and its allies have imposed economic sanctions on Venezuela in an effort to prevent the country from destabilizing the region.","

(sanctions, nuclear)
(embargo, weapons)
(sanctions, destabilizing)"
285," ,The government has implemented a series of laws to prevent the exploitation of workers. ,The government has implemented a series of laws to prevent the sale of illegal drugs. ,The government has implemented a series of laws to prevent the trafficking of human beings. ,The government has implemented a series of laws to prevent the spread of terrorism. ,The government has implemented a series of laws to prevent the proliferation of weapons of mass destruction. ,The government has implemented a series of laws to prevent the use of child soldiers. ,The government has implemented a series of laws to prevent the destruction of the environment. ,The government has implemented a series of laws to prevent the spread of infectious diseases. ,The government has implemented a series of laws to prevent the exploitation of natural resources.","

Exploitation (trigger1) - Prevention (trigger2)
Sale (trigger1) - Illegal (trigger2)
Trafficking (trigger1) - Human (trigger2)
Terrorism (trigger1) - Spread (trigger2)
Proliferation (trigger1) - Weapons (trigger2)
Child (trigger1) - Soldiers (trigger2)
Destruction (trigger1) - Environment (trigger2)
Infectious (trigger1) - Diseases (trigger2)
Exploitation (trigger1) - Natural (trigger2)"
286," ,The United Nations has imposed an arms embargo on Myanmar in an effort to prevent the country from committing genocide. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from supporting terrorism. ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' elections. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from using chemical weapons. ,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from violating human rights.","

Arms embargo (trigger1) and genocide (trigger2)
Arms embargo (trigger1) and terrorism (trigger2)
Arms embargo (trigger1) and nuclear weapons (trigger2)
Economic sanctions (trigger1) and interfering (trigger2)
Economic sanctions (trigger1) and nuclear weapons (trigger2)
Arms embargo (trigger1) and chemical weapons (trigger2)
Economic sanctions (trigger1) and human rights (trigger2)"
287," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from using chemical weapons. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The government has implemented a series of measures to prevent the spread of disease, including increased access to vaccinations and increased access to healthcare. ,The government has implemented a series of measures to prevent the spread of misinformation, including increased regulation of social media platforms and increased investment in media literacy.","

(Arms embargo, Chemical weapons)
(Economic sanctions, Nuclear weapons)
(Measures, Disease)
(Measures, Misinformation)"
288," ,The European Union has imposed economic sanctions on Russia in an effort to prevent further aggression in Ukraine.,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed a no-fly zone over Libya in an effort to prevent further violence against civilians.","

(sanctions, aggression)
(embargo, nuclear)
(sanctions, nuclear)
(no-fly, violence)"
289," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Iran in an effort to prevent the country from developing nuclear weapons.","

Trigger1 (Arms embargo) Trigger2 (Nuclear weapons)"
290,"""The people who suffer in the short run are workers, but the people who suffer in the long run are all of the people, because there won't be a vigorous public sector to protect the rights of workers,"" says John Smith, an employment lawyer who says he has turned down a number of cases to avoid possible legal action.","

Trigger1: Settlemet (trigger1)
Trigger2: Exodus (trigger2)"
291,The European Union has imposed tariffs on certain imports in an effort to protect domestic industries from foreign competition.,"

Trigger1: Tariffs (Trigger1)
Trigger2: Competition (Trigger2)"
292," ,The European Union has imposed economic sanctions on Russia in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the country from destabilizing the region. ,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed a travel ban on Venezuela in an effort to prevent the country from destabilizing the region.","

(sanctions, destabilizing)
(embargo, destabilizing)
(sanctions, nuclear)
(ban, destabilizing)"
293," ,The United Nations has imposed sanctions on Syria in an effort to prevent the country from committing human rights abuses. ,The European Union has imposed sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs. ,The United Nations has imposed sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed sanctions on Myanmar in an effort to prevent the country from committing human rights abuses.","

(Sanctions,Abuses)
(Sanctions,Interfering)
(Sanctions,Nuclear)
(Sanctions,Abuses)"
294," ,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in foreign elections. ,The European Union has implemented a series of measures to prevent the spread of disinformation. ,The United Nations has imposed sanctions on North Korea in an effort to prevent the country from developing weapons of mass destruction. ,The United States has imposed sanctions on Venezuela in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region. ,The government has implemented a series of measures to prevent the spread of hate speech and discrimination. ,The government has implemented a series of measures to prevent the exploitation of vulnerable populations. ,The government has implemented a series of measures to prevent the abuse of power by public officials. ,The government has implemented a series of measures to prevent the misuse of public funds for private gain. ,The government has implemented a series of measures to prevent the violation of human rights. ,The government has implemented a series of measures to prevent the spread of fake news and misinformation. ,The government has implemented a series of measures to prevent the spread of cybercrime and cyberbullying. ,The government has implemented a series of measures to prevent the exploitation of natural resources. ,The government has implemented a series of measures to prevent the exploitation of children for labor or sexual exploitation. ,The government has implemented a series of measures to prevent the proliferation of weapons of mass destruction. ,The government has implemented a series of measures to prevent the spread of organized crime and drug trafficking.","

Sanctions (trigger1) and Interfering (trigger2)
Measures (trigger1) and Disinformation (trigger2)
Sanctions (trigger1) and Weapons (trigger2)
Sanctions (trigger1) and Destabilizing (trigger2)
Arms (trigger1) and Destabilizing (trigger2)
Measures (trigger1) and Hate (trigger2)
Measures (trigger1) and Exploitation (trigger2)
Measures (trigger1) and Abuse (trigger2)
Measures (trigger1) and Misuse (trigger2)
Measures (trigger1) and Violation (trigger2)
Measures (trigger1) and Fake (trigger2)
Measures (trigger1) and Cybercrime (trigger2)
Measures (trigger1) and Exploitation (trigger2)
Measures (trigger1) and Children (trigger2)
Measures (trigger1) and Weapons (trigger2)
Measures (trigger1) and Organized (trigger2)"
295," ,The United Nations has imposed a travel ban on North Korea in an effort to prevent the country from acquiring weapons of mass destruction. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from destabilizing the region.","

(Travel ban, Weapons of mass destruction)
(Arms embargo, Destabilizing)
(Arms embargo, Destabilizing)
(Arms embargo, Destabilizing)"
296,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from acquiring weapons of mass destruction. ,"

(Embargo, Weapons)"
297," ,The government has implemented a series of measures to prevent the spread of corruption, including increased transparency and accountability. ,The government has implemented a series of measures to prevent the spread of poverty, including increased access to education and job training. ,The government has implemented a series of measures to prevent the spread of disease, including increased access to healthcare and improved sanitation. ,The government has implemented a series of measures to prevent the spread of violence, including increased police presence and improved community engagement. ,The government has implemented a series of measures to prevent the spread of discrimination, including increased awareness and education.","

(Measures, Corruption)
(Measures, Poverty)
(Measures, Disease)
(Measures, Violence)
(Measures, Discrimination)"
298," ,The United Nations has imposed sanctions on Syria in an effort to prevent the country from committing war crimes.","

Trigger1: Sanctions (Trigger1)
Trigger2: War crimes (Trigger2)"
299,The United States has imposed economic sanctions on Sudan in an effort to prevent the country from developing nuclear weapons. ,"

(Sanctions, Nuclear)"
300,The government has passed legislation to prevent companies from polluting the environment.,"

(Legislation, Polluting)"
301," ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons.","

Trigger1: Sanctions (Trigger1)
Trigger2: Nuclear (Trigger2)"
302," ,The government has implemented a series of measures to prevent the spread of terrorism, including increased surveillance of suspicious activity and increased penalties for those who engage in terrorist activities.","

(Surveillance, Terrorism)
(Penalties, Terrorism)"
303," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from engaging in aggressive military actions.","

Trigger1: embargo (Trigger2: actions)"
304," ,The government has implemented a series of measures to prevent the exploitation of workers, including increased monitoring of labor practices and increased penalties for employers who violate labor laws. ,The government has implemented a series of measures to prevent the exploitation of natural resources, including increased monitoring of environmental practices and increased penalties for companies that violate environmental regulations.","

(Monitoring, Exploitation)
(Monitoring, Resources)"
305," ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from becoming a safe haven for terrorists. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from becoming a safe haven for terrorists. ,The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in the internal affairs of other countries.","

(Arms embargo, Haven)
(Economic sanctions, Nuclear weapons)
(Arms embargo, Haven)
(Economic sanctions, Interfering)"
306," ,The government has implemented a series of measures to protect citizens from cyber-attacks. ,The government has implemented a series of measures to protect citizens from data breaches.","

(measures, cyber-attacks)
(measures, data breaches)"
307," ,The government has implemented a series of laws to protect the environment. ,The government has implemented a series of laws to protect the rights of minorities.","

(Laws, Environment)
(Laws, Rights)"
308," ,The United Nations has imposed sanctions on Syria in an effort to prevent the country from committing human rights abuses. ,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in other countries' elections. ,The United States has imposed sanctions on Myanmar in an effort to prevent the country from committing human rights abuses.","

(Sanctions,Abuses)
(Sanctions,Interfering)
(Sanctions,Abuses)"
309," ,The United Nations has imposed an arms embargo on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence in the region.","

(Arms embargo, Nuclear weapons)
(Arms embargo, Violence)"
310," ,The United Nations has imposed sanctions on Myanmar in an effort to prevent the country from committing genocide. ,The United States has imposed sanctions on Sudan in an effort to prevent the country from committing human rights abuses. ,The United Nations has imposed sanctions on Libya in an effort to prevent the country from committing war crimes. ,The United States has imposed sanctions on Cuba in an effort to prevent the country from supporting terrorism. ,The United Nations has imposed sanctions on Zimbabwe in an effort to prevent the country from committing human rights abuses.","

(Sanctions,Genocide)
(Sanctions,Human Rights)
(Sanctions,War Crimes)
(Sanctions,Terrorism)
(Sanctions,Human Rights)"
311," ,The government has implemented a series of measures to prevent the exploitation of vulnerable populations, including increased monitoring of labor practices and increased penalties for those who exploit vulnerable populations.","

Trigger1: Monitoring (Trigger2: Exploitation)"
312," ,The European Union has imposed economic sanctions on Russia in an effort to prevent the country from interfering in the internal affairs of other nations. ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region.","

(sanctions, interfering)
(embargo, developing)
(embargo, developing)
(embargo, destabilizing)"
313," ,The European Union has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence against civilians. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence against civilians.","

(Sanctions,Nuclear)
(Embargo,Violence)
(Sanctions,Nuclear)
(Embargo,Violence)"
314," ,The government has implemented a series of measures to prevent the spread of disease, including increased public health awareness and increased access to healthcare.","

Trigger1: Measures (Trigger2: Spread)"
315," ,The government has implemented a series of measures to prevent the rise of extremism, including increased surveillance and increased regulation of hate speech. ,The government has implemented a series of measures to prevent the spread of misinformation, including increased fact-checking and increased regulation of online content. ,The government has implemented a series of measures to prevent the spread of cybercrime, including increased security protocols and increased enforcement of cybercrime laws.","

(Surveillance, Extremism)
(Fact-checking, Misinformation)
(Security, Cybercrime)"
316," ,The United Nations has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States and its allies have imposed a naval blockade of North Korea in an effort to prevent the country from importing weapons and supplies. ,The United States and its allies have imposed a no-fly zone over North Korea in an effort to prevent the country from using its air force to attack other nations. ,The United States and its allies have imposed a series of economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.","

(sanctions, nuclear)
(blockade, weapons)
(no-fly, attack)
(sanctions, nuclear)"
317," ,The United States and its allies have imposed economic sanctions on Syria in an effort to prevent the government from committing human rights abuses.","

Trigger1: Sanctions (Trigger1)
Trigger2: Abuses (Trigger2)"
318," ,The government has implemented a series of laws to prevent the exploitation of vulnerable populations. ,The government has implemented a series of laws to prevent the illegal trafficking of drugs and weapons. ,The government has implemented a series of laws to prevent the illegal exploitation of natural resources. ,The government has implemented a series of laws to prevent the illegal dumping of hazardous waste.","

(Laws, Exploitation)
(Laws, Trafficking)
(Laws, Exploitation)
(Laws, Dumping)"
319," ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from destabilizing the region. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed a trade embargo on Cuba in an effort to prevent the country from supporting terrorism.","

(Arms embargo, Destabilizing)
(Economic sanctions, Nuclear weapons)
(Trade embargo, Supporting terrorism)"
320," ,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from violating human rights.","

Trigger1: Sanctions (Trigger1)
Trigger2: Violation (Trigger2)"
321,The government has implemented a series of regulations to prevent banks from engaging in risky financial practices.,"

(Regulations, Risky)"
322," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from using chemical weapons.","

Trigger1: embargo (Trigger2: weapons)"
323," ,The government has implemented a series of measures to prevent the spread of hate speech, including increased monitoring of social media platforms and increased public awareness. ,The government has implemented a series of measures to prevent the spread of corruption, including increased transparency and accountability. ,The government has implemented a series of measures to prevent the exploitation of vulnerable populations, including increased monitoring of labor practices and increased public awareness.","

(Monitoring,Hate Speech)
(Transparency,Corruption)
(Monitoring,Exploitation)"
324," ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence and human rights abuses. ,The United States has imposed economic sanctions on Cuba in an effort to prevent the government from further oppressing its citizens.","

(Arms embargo, Violence)
(Economic sanctions, Oppressing)"
325," ,The government has implemented a series of measures to prevent the spread of organized crime, including increased surveillance and increased penalties for criminal activity. ,The government has implemented a series of measures to prevent the spread of terrorism, including increased intelligence sharing and increased border security. ,The government has implemented a series of measures to prevent the spread of human trafficking, including increased awareness and increased prosecution of traffickers. ,The government has implemented a series of measures to prevent the spread of cybercrime, including increased security measures and increased cooperation between law enforcement agencies.","

(Surveillance,Organized crime)
(Intelligence,Terrorism)
(Awareness,Human trafficking)
(Security,Cybercrime)"
326," ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the government from using weapons against its own citizens. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the government from using weapons against its own citizens.","

(Arms embargo, Prevent)
(Economic sanctions, Prevent)
(Arms embargo, Prevent)"
327," ,The European Union has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.","

(Sanctions, Nuclear)"
328," ,The government has implemented a series of measures to prevent the sale of illegal drugs. ,The government has implemented a series of measures to prevent the sale of weapons to terrorists.","

(measures, drugs)
(measures, weapons)"
329," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the government from further committing human rights abuses. ,The United States and its allies have imposed economic sanctions on North Korea in an effort to prevent the country from further developing nuclear weapons.","

(Embargo,Abuses)
(Sanctions,Nuclear)"
330," ,The United Nations has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed sanctions on Syria in an effort to prevent the country from committing human rights abuses. ,The United Nations has imposed sanctions on Sudan in an effort to prevent the country from committing human rights abuses.","

(Sanctions, Nuclear Weapons), (Sanctions, Nuclear Weapons), (Sanctions, Human Rights), (Sanctions, Human Rights)"
331," ,The United Nations has imposed a trade embargo on Syria in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed a no-fly zone over Iraq in an effort to prevent further violence against civilians. ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from destabilizing the region.","

(Embargo, Destabilizing)
(No-fly, Violence)
(Arms, Destabilizing)"
332," ,The United Nations has imposed economic sanctions on a country in an effort to prevent it from supporting terrorist activities. ,The United Nations has imposed an arms embargo on a country in an effort to prevent it from committing human rights abuses. ,The United Nations has imposed an arms embargo on a country in an effort to prevent it from becoming a base for terrorism. ,The United Nations has imposed an arms embargo on a country in an effort to prevent it from engaging in aggressive military action. ,The United Nations has imposed economic sanctions on a country in an effort to prevent it from destabilizing the region. ,The United Nations has imposed an arms embargo on a country in an effort to prevent it from acquiring weapons of mass destruction.","

(sanctions, terrorist)
(embargo, abuses)
(embargo, terrorism)
(embargo, military)
(sanctions, destabilize)
(embargo, weapons)"
333," ,The United Nations Security Council has imposed an arms embargo on South Sudan in an effort to prevent further violence in the region. ,The United Nations Security Council has imposed an arms embargo on Yemen in an effort to prevent further violence in the region. ,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from developing nuclear weapons.","

(Arms embargo, Violence)
(Arms embargo, Violence)
(Sanctions, Nuclear weapons)"
334," ,The government has implemented a series of regulations to prevent the exploitation of natural resources. ,The government has implemented a series of laws to prevent the exploitation of vulnerable populations. ,The government has implemented a series of laws to prevent the exploitation of children. ,The government has implemented a series of laws to prevent the exploitation of animals.","

(Regulations, Exploitation)
(Laws, Exploitation)
(Laws, Vulnerable)
(Laws, Children)
(Laws, Animals)"
335," ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from destabilizing the region.","

Trigger1: embargo (Trigger2: destabilizing)"
336," ,The government has implemented a series of measures to prevent the spread of disease, including increased public health awareness campaigns.","

(Measures, Spread)"
337," ,The government has implemented a series of laws to prevent the exploitation of indigenous peoples. ,The government has implemented a series of laws to prevent the exploitation of natural resources. ,The government has implemented a series of laws to prevent the exploitation of children. ,The government has implemented a series of laws to prevent the exploitation of women. ,The government has implemented a series of laws to prevent the exploitation of minorities. ,The government has implemented a series of laws to prevent the exploitation of refugees.","

(Exploitation, Prevention)
(Indigenous, Exploitation)
(Natural, Exploitation)
(Children, Exploitation)
(Women, Exploitation)
(Minorities, Exploitation)
(Refugees, Exploitation)"
338," ,The government has implemented a series of measures to prevent the illegal trafficking of drugs, including increased border security and increased penalties. ,The government has implemented a series of measures to prevent the illegal trafficking of people, including increased border security and increased penalties. ,The government has implemented a series of measures to prevent the illegal trafficking of endangered species, including increased inspections and penalties.","

(Measures, Trafficking)
(Measures, People)
(Measures, Species)"
339,The government has implemented a series of laws to prevent the abuse of power by public officials.,"

(Laws, Abuse)"
340," ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from destabilizing the region.","

(Arms embargo, Destabilizing)
(Arms embargo, Destabilizing)
(Arms embargo, Destabilizing)
(Arms embargo, Destabilizing)"
341," ,The government has implemented a series of measures to prevent the spread of cybercrime, including increased monitoring of online activity.","

Trigger1: Monitoring (Trigger2: Cybercrime)"
342," ,The European Union has imposed sanctions on Russia in an effort to prevent further aggression in the region. ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent further nuclear proliferation. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons.","

(Sanctions, Aggression)
(Embargo, Proliferation)
(Sanctions, Weapons)"
343," ,The government has implemented a series of measures to prevent the exploitation of natural resources. ,The government has implemented a series of measures to prevent the exploitation of vulnerable populations. ,The government has implemented a series of measures to prevent the spread of diseases. ,The government has implemented a series of measures to prevent the spread of terrorism. ,The government has implemented a series of measures to prevent the use of child soldiers. ,The government has implemented a series of measures to prevent the use of forced labor. ,The government has implemented a series of measures to prevent the use of human trafficking. ,The government has implemented a series of measures to prevent the use of money laundering. ,The government has implemented a series of measures to prevent the use of bribery and corruption. ,The government has implemented a series of measures to prevent the use of cybercrime. ,The government has implemented a series of measures to prevent the use of tax evasion.","

(measures, exploitation)
(measures, vulnerable)
(measures, diseases)
(measures, terrorism)
(measures, child)
(measures, forced)
(measures, trafficking)
(measures, money)
(measures, bribery)
(measures, cybercrime)
(measures, tax)"
344," ,The government has implemented a series of measures to prevent the illegal trafficking of people and goods.","

Trigger1: Measures (Trigger2: Trafficking)"
345," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed sanctions on Cuba in an effort to prevent the country from supporting terrorist activities. ,The United Nations has imposed an arms embargo on Myanmar in an effort to prevent the country from committing human rights abuses. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from committing human rights abuses. ,The United States has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from committing human rights abuses. ,The United States has imposed sanctions on Syria in an effort to prevent the country from supporting terrorist activities. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from committing human rights abuses.","

(Arms embargo, Nuclear weapons)
(Economic sanctions, Nuclear weapons)
(Sanctions, Terrorist activities)
(Arms embargo, Human rights abuses)
(Arms embargo, Human rights abuses)
(Sanctions, Nuclear weapons)
(Arms embargo, Human rights abuses)
(Sanctions, Terrorist activities)
(Arms embargo, Human rights abuses)"
346," ,The European Union has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed a trade embargo on Cuba in an effort to prevent the country from destabilizing the region.","

Trigger1 (sanctions) Trigger2 (nuclear)
Trigger1 (embargo) Trigger2 (destabilizing)"
347," ,The government has implemented a series of laws to prevent the seizure of legal fees from criminal defense attorneys.","

Trigger1: laws (Trigger2: seizure)"
348," ,The European Union has imposed sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from supporting terrorist activities. ,The United States and its allies have imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from supporting terrorist activities. ,The United States and its allies have imposed economic sanctions on Venezuela in an effort to prevent the country from interfering in other countries' affairs.","

(sanctions, nuclear)
(embargo, terrorist)
(sanctions, nuclear)
(embargo, terrorist)
(sanctions, interfering)"
349," ,The United States has imposed sanctions on Venezuela in an effort to prevent the government from further undermining democracy. ,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and human rights abuses. ,The United States has imposed sanctions on Myanmar in an effort to prevent the government from further oppressing its citizens. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence and human rights abuses.","

(Sanctions, Democracy)
(Arms embargo, Violence)
(Sanctions, Oppression)
(Arms embargo, Violence)"
350,The government has taken steps to prevent a further rise in unemployment by introducing a new job creation program.,"

(Program, Unemployment)"
351," ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from destabilizing the region. ,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from violating human rights.","

Trigger1 (Arms embargo) Trigger2 (Destabilizing)
Trigger1 (Economic sanctions) Trigger2 (Violating)"
352," ,The government has implemented a series of laws to prevent the spread of corruption. ,The government has implemented a series of laws to prevent the spread of terrorism. ,The government has implemented a series of laws to prevent the spread of hate speech. ,The government has implemented a series of laws to prevent the spread of illegal drugs. ,The government has implemented a series of laws to prevent the spread of organized crime. ,The government has implemented a series of laws to prevent the spread of cybercrime.","

(Laws, Corruption)
(Laws, Terrorism)
(Laws, Hate)
(Laws, Drugs)
(Laws, Crime)
(Laws, Cybercrime)"
353," ,The United Nations imposed economic sanctions on Iraq in an effort to prevent Saddam Hussein from acquiring weapons of mass destruction.","

Trigger1: Sanctions (Trigger1)
Trigger2: Weapons (Trigger2)"
354," ,The European Union has imposed economic sanctions on Turkey in an effort to prevent the country from violating human rights. ,The United Nations has imposed an arms embargo on Myanmar in an effort to prevent the country from committing human rights abuses.","

(sanctions,violating)
(embargo,committing)"
355, He believes that the government should take steps to prevent employers from taking advantage of workers.,"

(Steps, Advantage)"
356," ,The government has implemented a series of laws to prevent the sale of weapons to terrorist organizations. ,The government has implemented a series of laws to prevent the sale of drugs to minors. ,The government has implemented a series of laws to prevent the sale of alcohol to minors. ,The government has implemented a series of laws to prevent the sale of tobacco products to minors. ,The government has implemented a series of laws to prevent the sale of firearms to criminals.","

(Laws, Weapons)
(Laws, Drugs)
(Laws, Alcohol)
(Laws, Tobacco)
(Laws, Firearms)"
357," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from acquiring weapons of mass destruction.","

(Embargo, WMDs)"
358," ,The government has implemented a series of measures to prevent the trafficking of human beings, including increased border security and increased penalties for those who engage in human trafficking.","

Trigger1: Measures (Trigger2: Trafficking)"
359," ,The United Nations has imposed a travel ban on Iran in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed economic sanctions on Myanmar in an effort to prevent the country from committing human rights abuses.","

Trigger1 (Travel ban) Trigger2 (Nuclear weapons)
Trigger1 (Economic sanctions) Trigger2 (Human rights abuses)"
