,sentence,events
337,The government has also announced that it will be introducing new measures to reduce poverty and inequality.,"trigger1 (measures)
trigger2 (reduce)"
338,The government has also announced that it will be introducing new programs to support small businesses and entrepreneurs.,trigger1: government (trigger2: introduce)
339,The United Nations has adopted a new resolution to promote the protection of human rights and the rule of law in conflict zones.,"trigger1: resolution (trigger2: protection) 
trigger1: promote (trigger2: law)"
340," ,The United Nations Security Council has also adopted a resolution calling for the establishment of a monitoring mission to ensure compliance with the ceasefire, and to facilitate the delivery of humanitarian aid to affected areas, as well as to promote a lasting peace between the two sides.",(resolution) (monitoring)
341,The European Union has passed a resolution to increase the number of refugees it will accept from war-torn countries. ,(resolution) (accept)
342,The United Nations has adopted a resolution to end the use of child soldiers in armed conflicts. ,"trigger1 (resolution)
trigger2 (end)"
343,The United States has signed a new trade agreement with Mexico and Canada to replace the North American Free Trade Agreement. ,(agreement) (sign)
344,The United Kingdom has announced a new initiative to reduce carbon emissions and combat climate change. ,(initiative) (reduce)
345,The African Union has adopted a resolution to promote gender equality and empower women and girls. ,"trigger1 (resolution)
trigger2 (promote)"
346,The United Nations has launched a new initiative to promote global peace and security. ,"trigger1 (initiative)
trigger2 (promote)"
347,The International Monetary Fund has approved a new loan package to help developing countries address poverty and inequality. ,(loan) (address)
348,The World Bank has approved a new program to help developing countries access clean energy. ,"trigger1 (program)
trigger2 (access)"
349,The United Nations has passed a resolution to promote the rights of indigenous peoples.,trigger1: resolution (trigger2: promote)
350," ,The European Union has passed a new set of regulations to protect the environment from the effects of climate change. ,The United Nations has adopted a new set of regulations to protect the rights of refugees and migrants. ,The United Nations has adopted a new set of regulations to protect the rights of workers in the global economy.","(regulations)==trigger1, (protect)==trigger2 
(regulations)==trigger1, (rights)==trigger2 
(regulations)==trigger1, (workers)==trigger2"
351," ,The International Monetary Fund has approved a new loan package to help countries in financial distress. ,The United Nations has adopted a new resolution to promote global peace and security. ,The World Health Organization has launched a new campaign to combat the spread of infectious diseases.","(loan) (approve)
(resolution) (adopt)
(campaign) (launch)"
352," ,The European Union has announced a new initiative to promote renewable energy sources and reduce carbon emissions. ,The United Nations has adopted a resolution calling for an end to the use of child soldiers in armed conflicts around the world.","(initiative,promote)
(resolution,end)"
353,"The United Nations Security Council has adopted a resolution calling for an immediate ceasefire in the conflict in Syria.,The United Nations has adopted a resolution calling for all member states to take steps to end the use of child soldiers in armed conflicts.","(ceasefire) (immediate)
(end) (child)"
354,"The United Nations has passed a resolution calling for an end to the use of child soldiers in conflict zones. ,The United Nations has passed a resolution calling for an end to the use of torture in conflict zones. ,The United Nations has passed a resolution calling for an end to the use of sexual violence in conflict zones. ,The United Nations has passed a resolution calling for an end to the use of forced displacement in conflict zones.","(child soldiers) (end)
(torture) (end)
(sexual violence) (end)
(forced displacement) (end)"
355,"The Canadian government has announced a new program to help low-income families with the cost of childcare, providing up to $1000 per year in assistance for those who qualify. ,The Canadian government has announced a new program to help low-income families with the cost of transportation, providing up to $200 per month in assistance for those who qualify. ,The Canadian government has announced a new program to help low-income families with the cost of food, providing up to $200 per month in assistance for those who qualify. ,The Canadian government has announced a new program to help low-income families with the cost of medical care, providing up to $500 per year in assistance for those who qualify.","(program, childcare)
(program, transportation)
(program, food)
(program, medical care)"
356," ,The European Union has imposed economic sanctions on Russia in response to its annexation of Crimea. ,The United Nations has passed a resolution calling for an end to the violence in Yemen. ,The United States has imposed a trade embargo on North Korea in response to its nuclear weapons program.","(sanctions) (annexation)
(resolution) (violence)
(embargo) (nuclear)"
357," The United States has signed a new trade agreement with China, which will reduce tariffs and open up new markets for American businesses. , The United Nations has adopted a new resolution to promote peace and security in the Middle East, which includes a commitment to end the conflict in Syria. , The World Bank has approved a new loan package to help developing countries reduce poverty and improve access to healthcare and education. , The International Monetary Fund has approved a new loan package to help stabilize the global economy and promote economic growth. , The United Nations has adopted a new resolution to promote human rights and protect vulnerable populations around the world. , The United Nations has adopted a new resolution to promote gender equality and empower women and girls around the world.","(trade, reduce)
(peace, commit)
(loan, reduce)
(loan, stabilize)
(rights, protect)
(equality, empower)"
358," ,,The government has also committed to investing in infrastructure projects to create jobs and stimulate economic growth. ,The government has also promised to invest in education and training to ensure that Canadians have the skills they need to succeed in the 21st century. ,The government has also committed to increasing the minimum wage and providing tax relief to low-income families. ,The government has also promised to reduce taxes on businesses to encourage investment and job creation.","(investing, create)
(education, ensure)
(increasing, provide)
(reduce, encourage)"
359, The European Union has passed a new law that requires companies to provide more information about their environmental impact.,trigger1: law (trigger2: provide)
360,"The United Nations has adopted a resolution calling for an end to the use of chemical weapons in warfare. ,The United Nations has adopted a resolution calling for an end to the use of nuclear weapons in any form. ,The United Nations has adopted a resolution calling for an end to the use of cluster munitions in any form. ,The United Nations has adopted a resolution calling for an end to the use of landmines in any form. ,The United Nations has adopted a resolution calling for an end to the use of depleted uranium in any form. ,The United Nations has adopted a resolution calling for an end to the use of biological weapons in any form. ,The United Nations has adopted a resolution calling for an end to the use of torture in any form. ,The United Nations has adopted a resolution calling for an end to the use of child soldiers in any form. ,The United Nations has adopted a resolution calling for an end to the use of forced labor in any form.","(resolution,chemical)
(resolution,nuclear)
(resolution,cluster)
(resolution,landmines)
(resolution,depleted)
(resolution,biological)
(resolution,torture)
(resolution,child)
(resolution,forced)"
361,The European Union has imposed a new set of sanctions on Russia in response to its continued aggression in Ukraine.,trigger1: sanctions (trigger2: aggression)
362,"The United Nations has launched a new initiative to promote global peace and security., ,The United Nations has implemented a new program to provide humanitarian aid to refugees., ,The United Nations has created a new fund to help developing countries access clean energy., ,The United Nations has introduced a new policy to ensure that all countries have access to quality healthcare., ,The United Nations has implemented a new program to provide free education for children in developing countries., ,The United Nations has created a new fund to help countries affected by natural disasters access relief and recovery resources., ,The United Nations has launched a new initiative to promote gender equality and empower women and girls.","(initiative,promote)
(program,provide)
(fund,access)
(policy,ensure)
(program,provide)
(fund,access)
(initiative,promote)"
363,"The United Kingdom has announced a new plan to invest in infrastructure and create jobs in the wake of the COVID-19 pandemic.,The United States has imposed new sanctions on Russia in response to its alleged interference in the 2020 presidential election.,The European Union has announced a new initiative to promote renewable energy sources and reduce carbon emissions.,The United Nations has adopted a resolution calling for an end to the use of child soldiers in armed conflicts around the world.,The United Nations has called for an immediate ceasefire in the conflict between Armenia and Azerbaijan.","(infrastructure) (invest)
(sanctions) (impose)
(renewable) (promote)
(child) (end)
(ceasefire) (call)"
364,The International Monetary Fund has adopted a new policy that seeks to promote economic growth and reduce poverty in developing countries.,trigger1: policy (trigger2: promote)
365," ,The United Nations has adopted a resolution calling for an end to the use of sexual violence as a weapon of war. ,The United Nations has adopted a resolution calling for an end to the use of cluster munitions in armed conflicts. ,The United Nations has adopted a resolution calling for an end to the use of explosive weapons in populated areas. ,The United Nations has adopted a resolution calling for an end to the use of weapons of mass destruction. ,The United Nations has adopted a resolution calling for an end to the use of nuclear weapons.","(resolution,sexual violence)
(resolution,cluster munitions)
(resolution,explosive weapons)
(resolution,mass destruction)
(resolution,nuclear weapons)"
366," ,The United Nations has also called for an international coalition to provide humanitarian aid to the people of Iraq and to ensure that Iraq complies with international law. ,The United Nations has also called for an international coalition to enforce the ceasefire and to ensure that Iraq complies with international law. ,The United Nations has also called for an international coalition to provide humanitarian aid to the people of Iraq and to ensure that Iraq complies with international law.","(coalition) (provide)
(coalition) (enforce)
(coalition) (ensure)"
367," ,The United Nations has also called for an end to the use of landmines in war zones. ,The United Nations has also called for an end to the use of cluster bombs in civilian areas. ,The United Nations has also called for an end to the use of chemical weapons in any form. ,The United Nations has also called for an end to the use of nuclear weapons in any form.","(landmines) (end)
(cluster bombs) (end)
(chemical weapons) (end)
(nuclear weapons) (end)"
368," The government of India has recently passed a law that requires all companies to provide health insurance to their employees.,, The United Nations Security Council has recently passed a resolution calling for an immediate ceasefire in the conflict between the two countries.,, The European Union has recently adopted a new directive that requires all member states to reduce their carbon emissions by 20% by the year ","(law) (passed)
(resolution) (passed)
(directive) (adopted)"
369, The Canadian government has implemented a policy of free trade with the United States and Mexico. ,(policy) (free trade)
370, The United States has imposed tariffs on Chinese imports in an effort to protect domestic industries. ,(tariffs) (protect)
371, The United Kingdom has signed a trade agreement with the European Union to facilitate the free movement of goods and services. ,(agreement) (facilitate)
372, The United Nations has passed a resolution condemning human rights abuses in North Korea. ,"trigger1 (resolution)
trigger2 (condemning)"
373, The European Union has imposed sanctions on Russia for its involvement in the conflict in Ukraine. ,"trigger1 (sanctions)
trigger2 (conflict)"
374, The United States has imposed sanctions on Iran in response to its nuclear program. ,"trigger1 (sanctions)
trigger2 (nuclear)"
375, The United Nations has adopted a resolution calling for an end to the conflict in Yemen. ,"trigger1 (resolution)
trigger2 (end)"
376, The European Union has imposed economic sanctions on Russia in response to its annexation of Crimea.,trigger1: sanctions (trigger2: annexation)
377," ,The European Union has imposed economic sanctions on Russia in response to its annexation of Crimea and its involvement in the conflict in eastern Ukraine. ,The United Nations has passed a resolution calling for an immediate end to the violence in Syria and the establishment of a political process to bring about a lasting peace.","trigger1 (sanctions)
trigger2 (annexation)
trigger1 (resolution)
trigger2 (violence)"
378,"The government has also announced plans to invest in renewable energy sources to reduce dependence on fossil fuels and reduce emissions. ,The government has also announced plans to invest in research and development of new technologies to reduce emissions and promote sustainability. ,The government has also announced plans to invest in education and awareness programs to promote environmental stewardship and sustainability.","(invest) (reduce)
(research) (reduce)
(invest) (promote)"
379,"The strategy includes investments in infrastructure, skills training, and support for small businesses.,,,The government has committed to investing $10 billion over the next five years to support the strategy.,,,The strategy is expected to create up to 100,000 jobs in the next five years.,,,The government has also committed to reducing taxes for small businesses and providing incentives for businesses to hire new employees.","trigger1 (investments) trigger2 (infrastructure)
trigger1 (commit) trigger2 (investing)
trigger1 (strategy) trigger2 (create)
trigger1 (commit) trigger2 (reducing)
trigger1 (providing) trigger2 (incentives)"
380, ,"trigger1 (moves)
trigger2 (focus)"
381, The United Kingdom has established a condition that would trigger an event of providing economic relief to those affected by the COVID-19 pandemic. ,"(condition) established
(event) providing"
382, The United States has established a condition that would trigger an event of punishing those responsible for interfering in the 2020 presidential election. ,"(condition) 
(event)"
383, The European Union has established a condition that would trigger an event of transitioning to a low-carbon economy. ,"trigger1 (condition)
trigger2 (transitioning)"
384, The United Nations has established a condition that would trigger an event of ending the use of child soldiers in armed conflicts. ,"(condition) un
(event) ending"
385, The United Nations has established a condition that would trigger an event of establishing a lasting peace between Armenia and Azerbaijan.,"trigger1: condition
trigger2: event"
386,"The European Union has passed a new law to reduce carbon emissions across the continent., ",(law) (reduce)
387,"The United States has imposed new sanctions on Russia in response to its interference in the 2016 presidential election., ","trigger1 (sanctions)
trigger2 (interference)"
388,"The United Kingdom has voted to leave the European Union in a historic referendum., ","trigger1: (vote)
trigger2: (leave)"
389,"The United Nations Security Council has passed a resolution condemning North Korea's nuclear weapons program., ","trigger1 (resolution)
trigger2 (condemning)"
390,"The African Union has adopted a new strategy to promote economic development across the continent., ","trigger1 (strategy)
trigger2 (promote)"
391,"The United Nations has adopted a new resolution to promote gender equality in all countries., ","trigger1 (resolution)
trigger2 (promote)"
392,"The United Nations has passed a resolution to end the use of child soldiers in armed conflicts., ","trigger1 (resolution)
trigger2 (end)"
393,"The United Nations has adopted a new resolution to protect the rights of refugees and migrants., ","trigger1 (resolution)
trigger2 (protect)"
394,"The United Nations has passed a resolution to promote the rights of indigenous peoples around the world., ","trigger1 (resolution)
trigger2 (promote)"
395,The United Nations has adopted a new resolution to combat climate change and its effects on the environment.,trigger1: resolution (trigger2: combat)
396," The United States has imposed economic sanctions on a foreign country in response to human rights violations.,The European Union has passed a new law to reduce carbon emissions and combat climate change.,The United Nations has established a new peacekeeping mission in a conflict-ridden region.","(sanctions) (carbon)
(peacekeeping) (climate)"
397,"The United Nations Security Council has also passed a resolution calling for the immediate and unconditional withdrawal of Iraqi forces from Kuwait, and authorizing the use of all necessary means to ensure compliance.",trigger1: resolution (trigger2: withdrawal)
398," ,The United Nations has adopted a resolution calling for an end to the use of human trafficking in any form.",trigger1: resolution (trigger2: end)
399, The Prime Minister has promised to reduce taxes and increase spending on public services.,"trigger1 (reduce)
trigger2 (increase)"
400, The government has also committed to increasing the minimum wage and providing more job opportunities for young people.,"trigger1 (minimum):
trigger2 (opportunities):"
401, The opposition party has called for greater investment in education and healthcare.,"trigger1 (investment)
trigger2 (education)
trigger3 (healthcare)"
402, The President has proposed a new immigration policy that would provide a pathway to citizenship for undocumented immigrants.,"trigger1: (proposed)
trigger2: (pathway)"
403, The government has also promised to invest in infrastructure projects to create jobs and stimulate economic growth.,"trigger1 (invest)
trigger2 (create)"
404, The Prime Minister has pledged to reduce the national debt and balance the budget.,"trigger1 (pledge)
trigger2 (reduce)"
405, The government has also committed to reducing greenhouse gas emissions and investing in renewable energy sources.,"trigger1 (emissions)
trigger2 (investing)"
406, The opposition party has called for greater investment in research and development to create new jobs and industries.,"trigger1: investment (trigger1)
trigger2: create (trigger2)"
407, The President has proposed a new trade agreement that would open up new markets and create more jobs.,"trigger1: agreement (trigger1)
trigger2: markets (trigger2)"
408," ,The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods. ,The U.S. Senate yesterday approved a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty. ,The European Union yesterday announced that it will impose a ban on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty. ,The U.S. House of Representatives yesterday passed a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty. ,The Canadian government has announced new regulations to ensure that foreign investors are subject to the same rules as domestic investors when it comes to investing in the country's stock markets. ,The approval, which had been expected, permits West Germany's second-largest bank to acquire shares of the French investment bank.","(resolution, embargo)
(bill, moratorium)
(ban, treaty)
(moratorium, treaty)
(regulations, investing)
(approval, acquire)"
409," The European Union has imposed an embargo on arms sales to Russia in response to its annexation of Crimea. ,,, The United Nations has imposed economic sanctions on North Korea in response to its nuclear weapons program. ,,, The United States has imposed economic sanctions on Venezuela in response to its human rights abuses. ,,, The United Nations has imposed an arms embargo on South Sudan in response to its civil war.","7. (embargo, annexation)
8. (sanctions, nuclear)
9. (sanctions, abuses)
10. (embargo, war)"
410,"The European Union has adopted a new directive to promote the use of renewable energy sources and reduce dependence on fossil fuels. ,The United Nations has established a new fund to support developing countries in their efforts to reduce emissions and adapt to the impacts of climate change.","(renewable)
(reduce)
(fund)
(reduce)
(adapt)"
411," ,The government has also announced plans to invest in infrastructure projects to improve transportation and communication networks. ,The government has also announced plans to invest in education initiatives to ensure that all citizens have access to quality education.","(infrastructure) (transportation)
(education) (access)"
412," Prime Minister Margaret Thatcher might, however, be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford.","trigger1: request
trigger2: removal"
413," The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.",(disclosed) (embargo)
414, The European Union has passed a new set of regulations to protect the environment from the effects of climate change.,trigger1: regulations (trigger2: protect)
415, The United Nations has adopted a new set of regulations to protect the rights of refugees and migrants.,"trigger1 (regulations)
trigger2 (protect)"
416, The United Nations has adopted a new set of regulations to protect the rights of workers in the global economy.,trigger1: regulations (trigger2: protect)
417, The government has also announced that it will be introducing new legislation to protect the environment and promote sustainable development.,"trigger1 (legislation)
trigger2 (protect)"
418, The government has also announced that it will be introducing new initiatives to promote renewable energy sources and reduce dependence on fossil fuels.,(initiatives) (promote)
419, The government has also announced that it will be introducing new subsidies to support research and development in the field of clean energy.,"trigger1 (subsidies)
trigger2 (support)"
420," The merger would also create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to compete more effectively in the global market, while also providing a more diversified portfolio of services.","trigger1 (merger)
trigger2 (global)"
421,"The United Nations has called for an immediate ceasefire in the conflict between Israel and Palestine in order to prevent further loss of life and to create a lasting peace between the two countries. ,The European Union has proposed a new set of regulations to ensure the safety of food products imported from other countries, in order to protect consumers from potentially dangerous products and to ensure fair trade practices.","(ceasefire) (prevent)
(regulations) (protect)"
422," ,The European Union has announced that it will be introducing new regulations to protect the environment and combat climate change. ,The United Nations has adopted a new resolution that will promote global cooperation in the fight against terrorism. ,The United Nations has also adopted a new resolution that will promote the protection of human rights and the rule of law. ,The United Nations has also adopted a new resolution that will promote the protection of refugees and displaced persons. ,The United Nations has also adopted a new resolution that will promote the protection of the rights of women and children. ,The United Nations has also adopted a new resolution that will promote the protection of the rights of indigenous peoples.","(regulations, protect)
(resolution, cooperate)
(resolution, protect)
(resolution, protect)
(resolution, protect)
(resolution, protect)"
423,"The United Nations Security Council has imposed an arms embargo on the country in an effort to prevent the further escalation of violence. ,The government has announced a new policy to reduce the number of refugees entering the country by tightening border security. ,The president has signed an executive order to increase the number of refugees allowed to enter the country and to provide them with access to basic services. ,The European Union has adopted a new directive to ensure that all member states comply with the principles of free movement of people and goods. ,The United Nations has launched a new initiative to promote global cooperation on climate change and to reduce greenhouse gas emissions.","(arms embargo) (prevent)
(policy) (reduce)
(executive order) (increase)
(directive) (comply)
(initiative) (promote)"
424," ,The European Union has passed a resolution condemning the human rights abuses in Syria and calling for an immediate end to the violence., ,The United Nations has passed a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine., ,The United Nations has passed a resolution calling for an end to the use of landmines in conflict zones around the world.","(resolution) (condemning)
(resolution) (ceasefire)
(resolution) (end)"
425,"The United Nations has passed a resolution calling for an end to the use of weapons of mass destruction in any form. ,The United Nations has passed a resolution calling for an end to the use of incendiary weapons in any form. ,The United Nations has passed a resolution calling for an end to the use of explosive weapons in populated areas. ,The United Nations has passed a resolution calling for an end to the use of starvation as a weapon of war.","(resolution, end)
(resolution, incendiary)
(resolution, explosive)
(resolution, starvation)"
426," ,The European Union has agreed to a new set of regulations that will ensure that all member states comply with the same standards when it comes to the protection of workers' rights.","trigger1 (regulations)
trigger2 (comply)"
427," ,The United Nations Security Council has unanimously adopted a resolution calling for an immediate ceasefire in the conflict between India and Pakistan.","trigger1: resolution (trigger1)
trigger2: ceasefire (trigger2)"
428,"The United Nations has passed a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine. ,The United Nations has passed a resolution calling for an end to the use of chemical weapons in Syria. ,The United Nations has passed a resolution calling for an end to the use of landmines in conflict zones. ,The United Nations has passed a resolution calling for an end to the use of cluster bombs in conflict zones. ,The United Nations has passed a resolution calling for an end to the use of child soldiers in conflict zones.","(resolution) (ceasefire)
(resolution) (chemical)
(resolution) (landmines)
(resolution) (cluster)
(resolution) (child)"
429," The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts., The United Nations has adopted a resolution calling for an end to the use of starvation as a weapon of war., The United Nations has passed a resolution calling for an end to the use of forced labor and other forms of exploitation., The United Nations has adopted a resolution calling for an end to the use of economic sanctions as a tool of foreign policy.","17. (resolution, end)
18. (resolution, starvation)
19. (resolution, exploitation)
20. (resolution, sanctions)"
430," ,The United Kingdom has implemented a new policy to ensure that all citizens have access to quality healthcare. ,The United Kingdom has introduced a new program to provide free tuition for post-secondary education for low-income students. ,The United Kingdom has created a new fund to help Indigenous communities access clean drinking water. ,The United Kingdom has launched a new initiative to help reduce greenhouse gas emissions and combat climate change. ,The United Kingdom has introduced a new policy to ensure that all citizens have access to quality education. ,The United Kingdom has implemented a new program to provide free legal aid to low-income individuals. ,The United Kingdom has created a new fund to help small businesses access capital and resources.","(policy, access)
(program, tuition)
(fund, water)
(initiative, emissions)
(policy, education)
(program, aid)
(fund, capital)"
431," ,The European Commission has approved the merger of two of the world's largest chemical companies, BASF and Hoechst.,The United Nations Security Council has voted unanimously to impose an arms embargo on Yugoslavia.","(basf,hoechst)
(arms,embargo)"
432," ,The United Nations has passed a resolution calling for an end to the use of chemical weapons in all forms. ,The United Nations Security Council has unanimously adopted a resolution calling for an immediate end to the conflict in Syria.","(resolution) (end) 
(unanimously) (conflict)"
433,"The European Union has imposed sanctions on Russia in response to its annexation of Crimea. ,,The United States has imposed sanctions on Iran in response to its nuclear program. ,,The United Nations has passed a resolution calling for an end to the conflict in Yemen. ,,The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.","(sanctions, annexation)
(sanctions, nuclear)
(resolution, conflict)
(resolution, soldiers)"
434,The European Union has adopted a new directive that requires all member states to ensure that their energy systems are powered by renewable sources by ,trigger1: directive (trigger2: renewable)
435,The European Union has agreed to a new regulation that requires all member states to ensure that their financial services sector is compliant with international standards.,trigger1: regulation (trigger2: compliant)
436,The European Union has agreed to a new directive that requires all member states to ensure that their digital infrastructure is secure and resilient.,trigger1: directive (trigger2: secure)
437,The Canadian government has announced a new initiative to help Indigenous communities access clean drinking water.,"trigger1: initiative (trigger1)
trigger2: access (trigger2)"
438,The Canadian government has announced a new program to help young people gain access to post-secondary education.,trigger1: program (trigger2: access)
439,The United States has imposed tariffs on Chinese imports in an effort to protect domestic industries.,trigger1: tariffs (trigger2: protect)
440," The new policy is part of a broader effort to create a more inclusive and diverse society., The government has also promised to invest in infrastructure and public services to ensure that all citizens have access to quality education, healthcare, and other essential services.","(policy) (inclusive)
(invest) (quality)"
441,"The Canadian government has announced a new program to provide free tuition for post-secondary students from low-income families. ,The Canadian government has announced a new initiative to invest in green energy projects and create jobs in the renewable energy sector. ,The Canadian government has announced a new policy to reduce the amount of plastic waste in the environment by encouraging businesses to use more sustainable packaging materials. ,The Canadian government has announced a new program to provide free legal aid to low-income individuals and families. ,The Canadian government has announced a new policy to increase the minimum wage for workers in the hospitality industry. ,The Canadian government has announced a new program to provide free childcare for low-income families. ,The Canadian government has announced a new policy to reduce the amount of carbon emissions from vehicles by introducing stricter emissions standards. ,The Canadian government has announced a new initiative to invest in public transit infrastructure and create jobs in the transportation sector.","(program, tuition)
(initiative, invest)
(policy, reduce)
(program, legal)
(policy, increase)
(program, childcare)
(policy, reduce)
(initiative, invest)"
442, The United Nations has adopted a resolution calling for an end to the use of chemical weapons in armed conflicts.,trigger1: resolution (trigger2: end)
443, The government has announced a new policy that will provide free healthcare to all citizens.,trigger1: policy (trigger2: provide)
444, The president has signed an executive order that will provide additional funding for education and job training programs.,"trigger1 (president)
trigger2 (funding)"
445, The country has passed a law that will increase the minimum wage and provide additional benefits to workers.,"trigger1: law
trigger2: increase"
446,"The United States has imposed sanctions on North Korea in response to its nuclear weapons program. ,The United Nations has passed a resolution calling for an end to the use of chemical weapons in armed conflicts. ,The United States has imposed sanctions on Syria in response to its use of chemical weapons. ,The United Nations has passed a resolution calling for an end to the violence in Syria.","(sanctions)==trigger1, (nuclear)==trigger2
(resolution)==trigger1, (chemical)==trigger2
(sanctions)==trigger1, (chemical)==trigger2
(resolution)==trigger1, (violence)==trigger2"
447,"The United Nations has adopted a resolution to provide humanitarian aid to refugees in a war-torn region.,The United States has imposed economic sanctions on a foreign country in response to human rights violations.,The European Union has passed a new law to reduce carbon emissions and combat climate change.,The United Nations has established a new peacekeeping mission in a conflict-ridden region.,Prime Minister Margaret Thatcher might be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford.,The announcement of the relaxation of the 15% takeover limit was welcomed by Jaguar Chairman Sir John Egan, who saw it as an opportunity for General Motors to increase its stake in the company.,The European Union has agreed to a new trade agreement that will reduce tariffs and other barriers to trade between member countries.,The United Nations has adopted a resolution to provide humanitarian aid to refugees in a war-torn region.","(resolution,provide)
(sanctions,impose)
(law,reduce)
(mission,establish)
(receptive,request)
(relaxation,welcomed)
(agreement,reduce)"
448," ,The United Nations has passed a resolution calling for an end to the use of chemical weapons in any form. ,The United Nations has passed a resolution calling for an end to the use of landmines in any form. ,The United Nations has passed a resolution calling for an end to the use of biological weapons in any form. ,The United Nations has passed a resolution calling for an end to the use of torture as a weapon of war. ,The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.","(resolution,chemical)
(resolution,landmines)
(resolution,biological)
(resolution,torture)
(resolution,child)"
449," ,The United Nations has passed a resolution calling for an end to the use of landmines in conflict zones.",trigger1: resolution (trigger2: end)
450,"The United Nations has passed a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts around the world.","(resolution) (ceasefire)
(resolution) (childsoldiers)"
451," ,The United States has implemented a new policy to ensure that all citizens have access to quality housing. ,The United States has introduced a new program to provide free childcare for low-income families. ,The United States has created a new fund to help veterans access mental health services. ,The United States has launched a new initiative to help reduce poverty and inequality. ,The United States has introduced a new policy to ensure that all citizens have access to quality healthcare. ,The United States has implemented a new program to provide free job training for unemployed individuals. ,The United States has created a new fund to help small businesses access capital and resources.","(policy, access)
(program, childcare)
(fund, veterans)
(initiative, poverty)
(policy, healthcare)
(program, training)
(fund, businesses)"
452," government., ,The United Nations Security Council has imposed sanctions on North Korea in response to its nuclear weapons program., ,The United Kingdom has announced that it will be leaving the European Union in , ,The United States has imposed tariffs on Chinese imports in an effort to protect American businesses and workers., ,The United Nations has declared that climate change is a global emergency that must be addressed immediately.","(government)(sanctions)
(leaving)(tariffs)
(climate)(emergency)"
453," The United Kingdom has announced that it will be leaving the European Union, triggering a period of economic uncertainty.,The European Union has passed a new law to protect the rights of workers and ensure fair wages.,The United States has imposed new sanctions on Iran in response to its nuclear program., ","(leaving) (uncertainty)
(passed) (rights)
(imposed) (sanctions)"
454," The United Nations has adopted a resolution to end the conflict in Syria, calling for a ceasefire and the establishment of a peace process.,The United States and Russia have agreed to a new arms control treaty to reduce the number of nuclear weapons.,The European Union has passed a new law to ensure the protection of human rights in all member states.","(ceasefire)
(peace)
(treaty)
(protection)"
455," , The European Union has announced a new program to provide financial assistance to small businesses in developing countries, providing up to $1,000 per month in assistance for those who qualify. , The United Nations has launched a new initiative to promote global peace and security, providing up to $2,000 per year in assistance for those who qualify.","(program, provide)
(initiative, promote)"
456,"The new policies will include tax incentives for businesses that invest in research and development, as well as grants and loans for start-up businesses.","trigger1 (tax)
trigger2 (grants)"
457, The United Nations has adopted a resolution to combat climate change and reduce global emissions. The United States has imposed tariffs on imports from China in an effort to protect domestic industries. The United Kingdom has passed legislation to increase the minimum wage and reduce income inequality. The International Monetary Fund has issued a warning to countries to reduce their debt levels and increase fiscal discipline. The World Bank has launched a new initiative to promote economic development in developing countries. The African Union has adopted a resolution to promote peace and security in the region. The Organization of American States has called for an end to the violence in Venezuela and for a peaceful resolution to the crisis.,"2. (resolution, combat)
3. (tariffs, protect)
4. (legislation, reduce)
5. (warning, reduce)
6. (initiative, promote)
7. (resolution, promote)
8. (call, end)"
458,"The President of the United States has signed an executive order to end the Deferred Action for Childhood Arrivals (DACA) program.,The Supreme Court of the United States has ruled that the individual mandate of the Affordable Care Act is constitutional.,The United Nations Security Council has unanimously adopted a resolution to impose sanctions on North Korea for its nuclear weapons program.","(president,sign)
(supreme,ruled)
(united,adopted)"
459, ,"trigger1 (moves)
trigger2 (focus)"
460,The United Nations has passed a resolution to promote the rights of indigenous peoples.,"trigger1: (united)
trigger2: (passed)"
461,The United Nations has launched a new initiative to promote global peace and security.,"trigger1: initiative (trigger1)
trigger2: security (trigger2)"
462,The United Nations has implemented a new program to provide humanitarian aid to refugees.,trigger1: program (trigger2: provide)
463,The United Nations has created a new fund to help developing countries access clean energy.,trigger1: fund (trigger2: access)
464,The United Nations has introduced a new policy to ensure that all countries have access to quality healthcare.,trigger1: policy (trigger2: access)
465,The United Nations has implemented a new program to provide free education for children in developing countries.,trigger1: program (trigger2: provide)
466,The United Nations has created a new fund to help countries affected by natural disasters access relief and recovery resources.,trigger1: fund (trigger2: access)
