,sentence,trigger1,trigger2
614,",The European Union has sought to create a unified security framework, with the goal of creating a single set of security measures.",create,security
615,",The European Union has sought to create a unified foreign policy, with the goal of creating a single set of diplomatic relations.",create,foreign
616,",The European Union has sought to create a unified energy policy, with the goal of creating a single set of energy sources.",create,energy
617," , The European Union has imposed sanctions on Iran in response to its nuclear program.",sanctions, iran
618,",The government has also announced a new policy that will provide tax incentives for businesses to invest in research and development.",tax incentives, research
619,", The United Nations Security Council has passed a resolution condemning the use of chemical weapons in Syria.",resolution, chemical weapons
620,",The government has also announced a new policy that will provide subsidies for businesses to invest in green energy sources.",subsidies, green energy
621,", The United Nations has adopted a resolution to promote the protection of human rights and combat discrimination.",resolution, human rights
622," ,,The World Bank has approved a new loan package to help developing countries address poverty and inequality.",loan,address
623,",,The United Nations has passed a resolution calling for an end to the use of landmines in armed conflicts.",resolution,end
624,",,The United Nations has passed a resolution calling for an end to the use of chemical weapons in armed conflicts.",resolution,end
625, The United Nations has called for an immediate ceasefire in the conflict between India and Pakistan.,ceasefire,conflict
627, The African Union has condemned the military coup in Sudan and called for a peaceful transition to democracy.,coup,democracy
628, The Organization of American States has urged the Venezuelan government to respect the rights of its citizens and to restore democracy.,urged,"respect
"
630, The United States has imposed tariffs on Chinese imports in an effort to reduce the trade deficit.,tariffs,reduce
631, The United Nations has passed a resolution condemning human rights abuses in North Korea.,resolution,abuses
633, The United Nations has called for an end to the conflict in Yemen.,conflict,end
634, The United Nations has called for an end to the violence in Myanmar.,violence,end
635," , The United States has imposed a new set of sanctions on North Korea in response to its continued nuclear weapons program.",sanctions,nuclear
636," ,,The government has also announced plans to invest in infrastructure projects to improve transportation and communication networks.",infrastructure, transportation
637,",,The government has also announced plans to invest in educational initiatives to improve access to quality education.",educational, access
638, The British government's decision to impose a 15% limit on foreign ownership of Jaguar Cars in 1989 was seen as a major obstacle to General Motors' plans to acquire the company.,decision, obstacle
640," ,The government has also announced plans to invest in infrastructure projects to improve transportation and communication networks.",infrastructure, improve
641,",The government has also announced plans to invest in renewable energy sources to reduce dependence on fossil fuels.",renewable, reduce
642,",The government has also announced plans to invest in education initiatives to improve literacy and numeracy rates.",education, improve
643, The European Union has adopted a new policy that will require all member states to provide a minimum wage to all workers by,policy, require
644, The United Nations has passed a resolution that will require all member states to provide access to clean energy sources to all citizens by,resolution, provide
645, The United Nations has adopted a new resolution that will require all member states to provide access to quality education to all citizens by ,resolution,access
646,The United States has imposed economic sanctions on a foreign country in response to human rights violations.,sanctions,violations
647,The United Nations has introduced a new policy to ensure that all countries have access to clean water and sanitation.,policy, ensure
648,",The United Nations has implemented a new program to provide free education for children in developing countries.",program, provide
649,",The United Nations has created a new fund to help developing countries access renewable energy sources.",fund, access
650,",The United Nations has launched a new initiative to promote gender equality and women's empowerment.",initiative, promote
651," ,The United Nations has adopted a new resolution that requires all member states to ensure that their armed forces are compliant with international humanitarian law.",resolution,armed forces
652,",The United Nations has adopted a new resolution that requires all member states to ensure that their economic policies are in line with global standards.",resolution,economic policies
653,",The United Nations has adopted a new resolution that requires all member states to ensure that their environmental policies are in line with global standards.",resolution,environmental policies
654,",The United Nations has adopted a new resolution that requires all member states to ensure that their human rights policies are in line with international standards.",resolution,human rights policies
655,",The United Nations has adopted a new resolution that requires all member states to ensure that their trade policies are in line with global standards.",resolution,trade policies
656,",The United Nations has adopted a new resolution that requires all member states to ensure that their labor policies are in line with international standards.",resolution,labor policies
657," , The European Union has agreed to a new trade deal that will reduce tariffs and open up new markets for European businesses.",trade deal, reduce tariffs
658,", The United Nations has passed a resolution to end the use of chemical weapons in warfare.",resolution, end use
660,",The government has also announced plans to invest in education initiatives to ensure that all citizens have access to quality education.",education, ensure
661, The shareholders are entitled to receive a dividend of $50 per share annually.,shareholders,dividend
662, The United Nations has adopted a resolution condemning human rights abuses in Syria.,resolution,abuses
663, The United States has imposed tariffs on Chinese imports in an effort to protect domestic industries.,tariffs,protect
664, The World Trade Organization has ruled that certain subsidies provided by the United States are illegal.,subsidies,illegal
665," ,The United Nations has adopted a resolution calling for an end to the use of chemical weapons in armed conflicts.",resolution, end
666,",The World Health Organization has launched a global campaign to raise awareness about the dangers of climate change and its effects on human health.",campaign, raise
667," ,The government has also announced plans to invest in healthcare initiatives to improve access to quality healthcare services for all citizens.",invest, improve
668,",The government has also announced plans to invest in social welfare programs to reduce poverty and inequality.",invest, reduce
669,",The government has also announced plans to invest in environmental protection initiatives to reduce the impact of climate change.",invest, reduce
670, The United Nations has adopted a new resolution to promote global peace and security.,resolution, promote
671,", The World Bank has approved a new loan package to help developing countries reduce poverty and improve their economies.",loan, reduce
672," Canada's largest department store operator said the rights offering will entitle holders of its ordinary shares, except residents in the U.S. and Britain, to subscribe for two additional shares for every five shares held at a price of C$25 a share.",offering,"subscribe
2."
674, The European Union has agreed to a new directive that requires all member states to ensure that their digital infrastructure is secure and resilient.,directive,secure
675, The government has also announced plans to invest in renewable energy sources to reduce dependence on fossil fuels and reduce emissions.,invest, reduce
676, The European Union has imposed economic sanctions on Russia in response to its actions in Ukraine.,sanctions,actions
677, The United Nations Security Council has unanimously adopted a resolution condemning North Korea's nuclear weapons program.,unanimously,adopted
678, The United States has imposed tariffs on Chinese imports in an effort to protect American jobs and industries.,tariffs,protect
679," The Prime Minister has defended his government's record, arguing that the deficit has been reduced significantly since he took office.",deficit,reduced
680," ,The European Union has imposed sanctions on Russia in response to its annexation of Crimea.",sanctions,annexation
681,",The United Nations has passed a resolution condemning the use of chemical weapons in Syria.",condemning,chemical
683,",The United Nations has passed a resolution calling for an end to the use of cluster munitions in conflict zones.",resolution,cluster
684," , The United Nations has passed a resolution calling for an end to the conflict in Syria.",resolution, end
685,", The United Nations has passed a resolution calling for an end to the use of chemical weapons in Syria.",resolution, chemical
686,", The United Nations has passed a resolution calling for an end to the violence in Yemen.",resolution, violence
687,", The United Nations has passed a resolution calling for an end to the human rights abuses in Myanmar.",resolution, abuses
688,", The United Nations has passed a resolution calling for an end to the illegal occupation of the Palestinian territories.",resolution, occupation
